,Year,Province,Gender,Cause of death,Total,lat,lng,Country
159613,2018,British Columbia,Males,Complications of medical and surgical care ,8.0,53.7267, -127.6476,Canada
159617,2018,British Columbia,Males,Other causes of death,3678.0,53.7267, -127.6476,Canada
159625,2018,British Columbia,Females,Salmonella infections ,0.0,53.7267, -127.6476,Canada
159629,2018,British Columbia,Females,Shigellosis and amoebiasis ,0.0,53.7267, -127.6476,Canada
159633,2018,British Columbia,Females,Tuberculosis ,7.0,53.7267, -127.6476,Canada
159637,2018,British Columbia,Females,Whooping cough ,0.0,53.7267, -127.6476,Canada
159641,2018,British Columbia,Females,Scarlet fever and erysipelas ,0.0,53.7267, -127.6476,Canada
159645,2018,British Columbia,Females,Meningococcal infection ,1.0,53.7267, -127.6476,Canada
159649,2018,British Columbia,Females,Sepsis ,81.0,53.7267, -127.6476,Canada
159653,2018,British Columbia,Females,Syphilis ,2.0,53.7267, -127.6476,Canada
159657,2018,British Columbia,Females,Acute poliomyelitis ,0.0,53.7267, -127.6476,Canada
159661,2018,British Columbia,Females,Arthropod-borne viral encephalitis ,0.0,53.7267, -127.6476,Canada
159665,2018,British Columbia,Females,Measles ,0.0,53.7267, -127.6476,Canada
159669,2018,British Columbia,Females,Viral hepatitis ,27.0,53.7267, -127.6476,Canada
159673,2018,British Columbia,Females,Human immunodeficiency virus ,2.0,53.7267, -127.6476,Canada
159677,2018,British Columbia,Females,Malaria ,0.0,53.7267, -127.6476,Canada
159681,2018,British Columbia,Females,Malignant neoplasms ,4757.0,53.7267, -127.6476,Canada
159685,2018,British Columbia,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",87.0,53.7267, -127.6476,Canada
159689,2018,British Columbia,Females,Anaemias ,37.0,53.7267, -127.6476,Canada
159693,2018,British Columbia,Females,Diabetes mellitus ,487.0,53.7267, -127.6476,Canada
159697,2018,British Columbia,Females,Nutritional deficiencies ,18.0,53.7267, -127.6476,Canada
159701,2018,British Columbia,Females,Meningitis ,5.0,53.7267, -127.6476,Canada
159705,2018,British Columbia,Females,Parkinson's disease ,151.0,53.7267, -127.6476,Canada
159709,2018,British Columbia,Females,Alzheimer's disease ,692.0,53.7267, -127.6476,Canada
159713,2018,British Columbia,Females,Diseases of heart ,3200.0,53.7267, -127.6476,Canada
159717,2018,British Columbia,Females,Essential hypertension and hypertensive renal disease ,176.0,53.7267, -127.6476,Canada
159721,2018,British Columbia,Females,Cerebrovascular diseases ,1263.0,53.7267, -127.6476,Canada
159725,2018,British Columbia,Females,Atherosclerosis ,17.0,53.7267, -127.6476,Canada
159729,2018,British Columbia,Females,Aortic aneurysm and dissection ,69.0,53.7267, -127.6476,Canada
159733,2018,British Columbia,Females,Influenza and pneumonia ,479.0,53.7267, -127.6476,Canada
159737,2018,British Columbia,Females,Acute bronchitis and bronchiolitis ,2.0,53.7267, -127.6476,Canada
159741,2018,British Columbia,Females,Chronic lower respiratory diseases ,849.0,53.7267, -127.6476,Canada
159745,2018,British Columbia,Females,Pneumoconioses and chemical effects ,2.0,53.7267, -127.6476,Canada
159749,2018,British Columbia,Females,Pneumonitis due to solids and liquids ,77.0,53.7267, -127.6476,Canada
159753,2018,British Columbia,Females,Peptic ulcer ,32.0,53.7267, -127.6476,Canada
159757,2018,British Columbia,Females,Diseases of appendix ,4.0,53.7267, -127.6476,Canada
159761,2018,British Columbia,Females,Hernia ,20.0,53.7267, -127.6476,Canada
159765,2018,British Columbia,Females,Chronic liver disease and cirrhosis ,183.0,53.7267, -127.6476,Canada
159769,2018,British Columbia,Females,Cholelithiasis and other disorders of gallbladder ,17.0,53.7267, -127.6476,Canada
159773,2018,British Columbia,Females,"Nephritis, nephrotic syndrome and nephrosis ",171.0,53.7267, -127.6476,Canada
159777,2018,British Columbia,Females,Infections of kidney ,5.0,53.7267, -127.6476,Canada
159781,2018,British Columbia,Females,Inflammatory diseases of female pelvic organs ,1.0,53.7267, -127.6476,Canada
159785,2018,British Columbia,Females,"Pregnancy, childbirth and the puerperium ",3.0,53.7267, -127.6476,Canada
159789,2018,British Columbia,Females,Certain conditions originating in the perinatal period ,45.0,53.7267, -127.6476,Canada
159793,2018,British Columbia,Females,"Congenital malformations, deformations and chromosomal abnormalities ",56.0,53.7267, -127.6476,Canada
159801,2018,British Columbia,Females,Accidents (unintentional injuries) ,727.0,53.7267, -127.6476,Canada
159805,2018,British Columbia,Females,Intentional self-harm (suicide) ,140.0,53.7267, -127.6476,Canada
159809,2018,British Columbia,Females,Assault (homicide) ,3.0,53.7267, -127.6476,Canada
159813,2018,British Columbia,Females,Legal intervention ,0.0,53.7267, -127.6476,Canada
159817,2018,British Columbia,Females,Operations of war and their sequelae ,0.0,53.7267, -127.6476,Canada
159821,2018,British Columbia,Females,Complications of medical and surgical care ,7.0,53.7267, -127.6476,Canada
159825,2018,British Columbia,Females,Other causes of death,4078.0,53.7267, -127.6476,Canada
160669,2018,Northwest Territories,Males,Salmonella infections ,0.0,64.8255, -124.8457,Canada
160673,2018,Northwest Territories,Males,Shigellosis and amoebiasis ,0.0,64.8255, -124.8457,Canada
160677,2018,Northwest Territories,Males,Tuberculosis ,0.0,64.8255, -124.8457,Canada
160681,2018,Northwest Territories,Males,Whooping cough ,0.0,64.8255, -124.8457,Canada
160685,2018,Northwest Territories,Males,Scarlet fever and erysipelas ,0.0,64.8255, -124.8457,Canada
160689,2018,Northwest Territories,Males,Meningococcal infection ,0.0,64.8255, -124.8457,Canada
160693,2018,Northwest Territories,Males,Sepsis ,1.0,64.8255, -124.8457,Canada
160697,2018,Northwest Territories,Males,Syphilis ,0.0,64.8255, -124.8457,Canada
160701,2018,Northwest Territories,Males,Acute poliomyelitis ,0.0,64.8255, -124.8457,Canada
160705,2018,Northwest Territories,Males,Arthropod-borne viral encephalitis ,0.0,64.8255, -124.8457,Canada
160709,2018,Northwest Territories,Males,Measles ,0.0,64.8255, -124.8457,Canada
160713,2018,Northwest Territories,Males,Viral hepatitis ,1.0,64.8255, -124.8457,Canada
160717,2018,Northwest Territories,Males,Human immunodeficiency virus ,0.0,64.8255, -124.8457,Canada
160721,2018,Northwest Territories,Males,Malaria ,0.0,64.8255, -124.8457,Canada
160725,2018,Northwest Territories,Males,Malignant neoplasms ,26.0,64.8255, -124.8457,Canada
160729,2018,Northwest Territories,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",1.0,64.8255, -124.8457,Canada
160733,2018,Northwest Territories,Males,Anaemias ,0.0,64.8255, -124.8457,Canada
160737,2018,Northwest Territories,Males,Diabetes mellitus ,5.0,64.8255, -124.8457,Canada
160741,2018,Northwest Territories,Males,Nutritional deficiencies ,0.0,64.8255, -124.8457,Canada
160745,2018,Northwest Territories,Males,Meningitis ,0.0,64.8255, -124.8457,Canada
160749,2018,Northwest Territories,Males,Parkinson's disease ,1.0,64.8255, -124.8457,Canada
160753,2018,Northwest Territories,Males,Alzheimer's disease ,0.0,64.8255, -124.8457,Canada
160757,2018,Northwest Territories,Males,Diseases of heart ,27.0,64.8255, -124.8457,Canada
160761,2018,Northwest Territories,Males,Essential hypertension and hypertensive renal disease ,0.0,64.8255, -124.8457,Canada
160765,2018,Northwest Territories,Males,Cerebrovascular diseases ,3.0,64.8255, -124.8457,Canada
160769,2018,Northwest Territories,Males,Atherosclerosis ,0.0,64.8255, -124.8457,Canada
160773,2018,Northwest Territories,Males,Aortic aneurysm and dissection ,0.0,64.8255, -124.8457,Canada
160777,2018,Northwest Territories,Males,Influenza and pneumonia ,5.0,64.8255, -124.8457,Canada
160781,2018,Northwest Territories,Males,Acute bronchitis and bronchiolitis ,0.0,64.8255, -124.8457,Canada
160785,2018,Northwest Territories,Males,Chronic lower respiratory diseases ,3.0,64.8255, -124.8457,Canada
160789,2018,Northwest Territories,Males,Pneumoconioses and chemical effects ,0.0,64.8255, -124.8457,Canada
160793,2018,Northwest Territories,Males,Pneumonitis due to solids and liquids ,2.0,64.8255, -124.8457,Canada
160797,2018,Northwest Territories,Males,Peptic ulcer ,0.0,64.8255, -124.8457,Canada
160801,2018,Northwest Territories,Males,Diseases of appendix ,0.0,64.8255, -124.8457,Canada
160805,2018,Northwest Territories,Males,Hernia ,1.0,64.8255, -124.8457,Canada
160809,2018,Northwest Territories,Males,Chronic liver disease and cirrhosis ,2.0,64.8255, -124.8457,Canada
160813,2018,Northwest Territories,Males,Cholelithiasis and other disorders of gallbladder ,0.0,64.8255, -124.8457,Canada
160817,2018,Northwest Territories,Males,"Nephritis, nephrotic syndrome and nephrosis ",1.0,64.8255, -124.8457,Canada
160821,2018,Northwest Territories,Males,Infections of kidney ,0.0,64.8255, -124.8457,Canada
160825,2018,Northwest Territories,Males,Hyperplasia of prostate ,0.0,64.8255, -124.8457,Canada
160829,2018,Northwest Territories,Males,Certain conditions originating in the perinatal period ,1.0,64.8255, -124.8457,Canada
160833,2018,Northwest Territories,Males,"Congenital malformations, deformations and chromosomal abnormalities ",2.0,64.8255, -124.8457,Canada
160841,2018,Northwest Territories,Males,Accidents (unintentional injuries) ,14.0,64.8255, -124.8457,Canada
160845,2018,Northwest Territories,Males,Intentional self-harm (suicide) ,9.0,64.8255, -124.8457,Canada
160849,2018,Northwest Territories,Males,Assault (homicide) ,0.0,64.8255, -124.8457,Canada
160853,2018,Northwest Territories,Males,Legal intervention ,0.0,64.8255, -124.8457,Canada
160857,2018,Northwest Territories,Males,Operations of war and their sequelae ,0.0,64.8255, -124.8457,Canada
160861,2018,Northwest Territories,Males,Complications of medical and surgical care ,1.0,64.8255, -124.8457,Canada
160865,2018,Northwest Territories,Males,Other causes of death,26.0,64.8255, -124.8457,Canada
160873,2018,Northwest Territories,Females,Salmonella infections ,0.0,64.8255, -124.8457,Canada
160877,2018,Northwest Territories,Females,Shigellosis and amoebiasis ,0.0,64.8255, -124.8457,Canada
160881,2018,Northwest Territories,Females,Tuberculosis ,0.0,64.8255, -124.8457,Canada
160885,2018,Northwest Territories,Females,Whooping cough ,0.0,64.8255, -124.8457,Canada
160889,2018,Northwest Territories,Females,Scarlet fever and erysipelas ,0.0,64.8255, -124.8457,Canada
160893,2018,Northwest Territories,Females,Meningococcal infection ,0.0,64.8255, -124.8457,Canada
160897,2018,Northwest Territories,Females,Sepsis ,1.0,64.8255, -124.8457,Canada
160901,2018,Northwest Territories,Females,Syphilis ,0.0,64.8255, -124.8457,Canada
160905,2018,Northwest Territories,Females,Acute poliomyelitis ,0.0,64.8255, -124.8457,Canada
160909,2018,Northwest Territories,Females,Arthropod-borne viral encephalitis ,0.0,64.8255, -124.8457,Canada
160913,2018,Northwest Territories,Females,Measles ,0.0,64.8255, -124.8457,Canada
160917,2018,Northwest Territories,Females,Viral hepatitis ,0.0,64.8255, -124.8457,Canada
160921,2018,Northwest Territories,Females,Human immunodeficiency virus ,0.0,64.8255, -124.8457,Canada
160925,2018,Northwest Territories,Females,Malaria ,0.0,64.8255, -124.8457,Canada
160929,2018,Northwest Territories,Females,Malignant neoplasms ,35.0,64.8255, -124.8457,Canada
160933,2018,Northwest Territories,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",0.0,64.8255, -124.8457,Canada
160937,2018,Northwest Territories,Females,Anaemias ,0.0,64.8255, -124.8457,Canada
160941,2018,Northwest Territories,Females,Diabetes mellitus ,2.0,64.8255, -124.8457,Canada
160945,2018,Northwest Territories,Females,Nutritional deficiencies ,0.0,64.8255, -124.8457,Canada
160949,2018,Northwest Territories,Females,Meningitis ,0.0,64.8255, -124.8457,Canada
160953,2018,Northwest Territories,Females,Parkinson's disease ,0.0,64.8255, -124.8457,Canada
160957,2018,Northwest Territories,Females,Alzheimer's disease ,1.0,64.8255, -124.8457,Canada
160961,2018,Northwest Territories,Females,Diseases of heart ,16.0,64.8255, -124.8457,Canada
160965,2018,Northwest Territories,Females,Essential hypertension and hypertensive renal disease ,0.0,64.8255, -124.8457,Canada
160969,2018,Northwest Territories,Females,Cerebrovascular diseases ,4.0,64.8255, -124.8457,Canada
160973,2018,Northwest Territories,Females,Atherosclerosis ,0.0,64.8255, -124.8457,Canada
160977,2018,Northwest Territories,Females,Aortic aneurysm and dissection ,0.0,64.8255, -124.8457,Canada
160981,2018,Northwest Territories,Females,Influenza and pneumonia ,0.0,64.8255, -124.8457,Canada
160985,2018,Northwest Territories,Females,Acute bronchitis and bronchiolitis ,0.0,64.8255, -124.8457,Canada
160989,2018,Northwest Territories,Females,Chronic lower respiratory diseases ,4.0,64.8255, -124.8457,Canada
160993,2018,Northwest Territories,Females,Pneumoconioses and chemical effects ,0.0,64.8255, -124.8457,Canada
160997,2018,Northwest Territories,Females,Pneumonitis due to solids and liquids ,1.0,64.8255, -124.8457,Canada
161001,2018,Northwest Territories,Females,Peptic ulcer ,0.0,64.8255, -124.8457,Canada
161005,2018,Northwest Territories,Females,Diseases of appendix ,0.0,64.8255, -124.8457,Canada
161009,2018,Northwest Territories,Females,Hernia ,2.0,64.8255, -124.8457,Canada
161013,2018,Northwest Territories,Females,Chronic liver disease and cirrhosis ,5.0,64.8255, -124.8457,Canada
161017,2018,Northwest Territories,Females,Cholelithiasis and other disorders of gallbladder ,0.0,64.8255, -124.8457,Canada
161021,2018,Northwest Territories,Females,"Nephritis, nephrotic syndrome and nephrosis ",5.0,64.8255, -124.8457,Canada
161025,2018,Northwest Territories,Females,Infections of kidney ,0.0,64.8255, -124.8457,Canada
161029,2018,Northwest Territories,Females,Inflammatory diseases of female pelvic organs ,0.0,64.8255, -124.8457,Canada
161033,2018,Northwest Territories,Females,"Pregnancy, childbirth and the puerperium ",0.0,64.8255, -124.8457,Canada
161037,2018,Northwest Territories,Females,Certain conditions originating in the perinatal period ,0.0,64.8255, -124.8457,Canada
161041,2018,Northwest Territories,Females,"Congenital malformations, deformations and chromosomal abnormalities ",1.0,64.8255, -124.8457,Canada
161049,2018,Northwest Territories,Females,Accidents (unintentional injuries) ,4.0,64.8255, -124.8457,Canada
161053,2018,Northwest Territories,Females,Intentional self-harm (suicide) ,3.0,64.8255, -124.8457,Canada
161057,2018,Northwest Territories,Females,Assault (homicide) ,0.0,64.8255, -124.8457,Canada
161061,2018,Northwest Territories,Females,Legal intervention ,0.0,64.8255, -124.8457,Canada
161065,2018,Northwest Territories,Females,Operations of war and their sequelae ,0.0,64.8255, -124.8457,Canada
161069,2018,Northwest Territories,Females,Complications of medical and surgical care ,0.0,64.8255, -124.8457,Canada
161073,2018,Northwest Territories,Females,Other causes of death,23.0,64.8255, -124.8457,Canada
161293,2018,Nunavut,Males,Salmonella infections ,0.0,70.2998, -83.1076,Canada
161297,2018,Nunavut,Males,Shigellosis and amoebiasis ,0.0,70.2998, -83.1076,Canada
161301,2018,Nunavut,Males,Tuberculosis ,0.0,70.2998, -83.1076,Canada
161305,2018,Nunavut,Males,Whooping cough ,0.0,70.2998, -83.1076,Canada
161309,2018,Nunavut,Males,Scarlet fever and erysipelas ,0.0,70.2998, -83.1076,Canada
161313,2018,Nunavut,Males,Meningococcal infection ,0.0,70.2998, -83.1076,Canada
161317,2018,Nunavut,Males,Sepsis ,0.0,70.2998, -83.1076,Canada
161321,2018,Nunavut,Males,Syphilis ,0.0,70.2998, -83.1076,Canada
161325,2018,Nunavut,Males,Acute poliomyelitis ,0.0,70.2998, -83.1076,Canada
161329,2018,Nunavut,Males,Arthropod-borne viral encephalitis ,0.0,70.2998, -83.1076,Canada
161333,2018,Nunavut,Males,Measles ,0.0,70.2998, -83.1076,Canada
161337,2018,Nunavut,Males,Viral hepatitis ,0.0,70.2998, -83.1076,Canada
161341,2018,Nunavut,Males,Human immunodeficiency virus ,0.0,70.2998, -83.1076,Canada
161345,2018,Nunavut,Males,Malaria ,0.0,70.2998, -83.1076,Canada
161349,2018,Nunavut,Males,Malignant neoplasms ,23.0,70.2998, -83.1076,Canada
161353,2018,Nunavut,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",0.0,70.2998, -83.1076,Canada
161357,2018,Nunavut,Males,Anaemias ,0.0,70.2998, -83.1076,Canada
161361,2018,Nunavut,Males,Diabetes mellitus ,0.0,70.2998, -83.1076,Canada
161365,2018,Nunavut,Males,Nutritional deficiencies ,0.0,70.2998, -83.1076,Canada
161369,2018,Nunavut,Males,Meningitis ,1.0,70.2998, -83.1076,Canada
161373,2018,Nunavut,Males,Parkinson's disease ,1.0,70.2998, -83.1076,Canada
161377,2018,Nunavut,Males,Alzheimer's disease ,0.0,70.2998, -83.1076,Canada
161381,2018,Nunavut,Males,Diseases of heart ,12.0,70.2998, -83.1076,Canada
161385,2018,Nunavut,Males,Essential hypertension and hypertensive renal disease ,0.0,70.2998, -83.1076,Canada
161389,2018,Nunavut,Males,Cerebrovascular diseases ,3.0,70.2998, -83.1076,Canada
161393,2018,Nunavut,Males,Atherosclerosis ,0.0,70.2998, -83.1076,Canada
161397,2018,Nunavut,Males,Aortic aneurysm and dissection ,0.0,70.2998, -83.1076,Canada
161401,2018,Nunavut,Males,Influenza and pneumonia ,1.0,70.2998, -83.1076,Canada
161405,2018,Nunavut,Males,Acute bronchitis and bronchiolitis ,0.0,70.2998, -83.1076,Canada
161409,2018,Nunavut,Males,Chronic lower respiratory diseases ,6.0,70.2998, -83.1076,Canada
161413,2018,Nunavut,Males,Pneumoconioses and chemical effects ,0.0,70.2998, -83.1076,Canada
161417,2018,Nunavut,Males,Pneumonitis due to solids and liquids ,0.0,70.2998, -83.1076,Canada
161421,2018,Nunavut,Males,Peptic ulcer ,0.0,70.2998, -83.1076,Canada
161425,2018,Nunavut,Males,Diseases of appendix ,0.0,70.2998, -83.1076,Canada
161429,2018,Nunavut,Males,Hernia ,0.0,70.2998, -83.1076,Canada
161433,2018,Nunavut,Males,Chronic liver disease and cirrhosis ,1.0,70.2998, -83.1076,Canada
161437,2018,Nunavut,Males,Cholelithiasis and other disorders of gallbladder ,0.0,70.2998, -83.1076,Canada
161441,2018,Nunavut,Males,"Nephritis, nephrotic syndrome and nephrosis ",1.0,70.2998, -83.1076,Canada
161445,2018,Nunavut,Males,Infections of kidney ,0.0,70.2998, -83.1076,Canada
161449,2018,Nunavut,Males,Hyperplasia of prostate ,0.0,70.2998, -83.1076,Canada
161453,2018,Nunavut,Males,Certain conditions originating in the perinatal period ,3.0,70.2998, -83.1076,Canada
161457,2018,Nunavut,Males,"Congenital malformations, deformations and chromosomal abnormalities ",1.0,70.2998, -83.1076,Canada
161465,2018,Nunavut,Males,Accidents (unintentional injuries) ,20.0,70.2998, -83.1076,Canada
161469,2018,Nunavut,Males,Intentional self-harm (suicide) ,22.0,70.2998, -83.1076,Canada
161473,2018,Nunavut,Males,Assault (homicide) ,1.0,70.2998, -83.1076,Canada
161477,2018,Nunavut,Males,Legal intervention ,0.0,70.2998, -83.1076,Canada
161481,2018,Nunavut,Males,Operations of war and their sequelae ,0.0,70.2998, -83.1076,Canada
161485,2018,Nunavut,Males,Complications of medical and surgical care ,0.0,70.2998, -83.1076,Canada
161489,2018,Nunavut,Males,Other causes of death,24.0,70.2998, -83.1076,Canada
161497,2018,Nunavut,Females,Salmonella infections ,0.0,70.2998, -83.1076,Canada
161501,2018,Nunavut,Females,Shigellosis and amoebiasis ,0.0,70.2998, -83.1076,Canada
161505,2018,Nunavut,Females,Tuberculosis ,0.0,70.2998, -83.1076,Canada
161509,2018,Nunavut,Females,Whooping cough ,0.0,70.2998, -83.1076,Canada
161513,2018,Nunavut,Females,Scarlet fever and erysipelas ,0.0,70.2998, -83.1076,Canada
161517,2018,Nunavut,Females,Meningococcal infection ,0.0,70.2998, -83.1076,Canada
161521,2018,Nunavut,Females,Sepsis ,0.0,70.2998, -83.1076,Canada
161525,2018,Nunavut,Females,Syphilis ,0.0,70.2998, -83.1076,Canada
161529,2018,Nunavut,Females,Acute poliomyelitis ,0.0,70.2998, -83.1076,Canada
161533,2018,Nunavut,Females,Arthropod-borne viral encephalitis ,0.0,70.2998, -83.1076,Canada
161537,2018,Nunavut,Females,Measles ,0.0,70.2998, -83.1076,Canada
161541,2018,Nunavut,Females,Viral hepatitis ,0.0,70.2998, -83.1076,Canada
161545,2018,Nunavut,Females,Human immunodeficiency virus ,0.0,70.2998, -83.1076,Canada
161549,2018,Nunavut,Females,Malaria ,0.0,70.2998, -83.1076,Canada
161553,2018,Nunavut,Females,Malignant neoplasms ,23.0,70.2998, -83.1076,Canada
161557,2018,Nunavut,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",1.0,70.2998, -83.1076,Canada
161561,2018,Nunavut,Females,Anaemias ,0.0,70.2998, -83.1076,Canada
161565,2018,Nunavut,Females,Diabetes mellitus ,0.0,70.2998, -83.1076,Canada
161569,2018,Nunavut,Females,Nutritional deficiencies ,0.0,70.2998, -83.1076,Canada
161573,2018,Nunavut,Females,Meningitis ,0.0,70.2998, -83.1076,Canada
161577,2018,Nunavut,Females,Parkinson's disease ,1.0,70.2998, -83.1076,Canada
161581,2018,Nunavut,Females,Alzheimer's disease ,0.0,70.2998, -83.1076,Canada
161585,2018,Nunavut,Females,Diseases of heart ,8.0,70.2998, -83.1076,Canada
161589,2018,Nunavut,Females,Essential hypertension and hypertensive renal disease ,0.0,70.2998, -83.1076,Canada
161593,2018,Nunavut,Females,Cerebrovascular diseases ,3.0,70.2998, -83.1076,Canada
161597,2018,Nunavut,Females,Atherosclerosis ,0.0,70.2998, -83.1076,Canada
161601,2018,Nunavut,Females,Aortic aneurysm and dissection ,0.0,70.2998, -83.1076,Canada
161605,2018,Nunavut,Females,Influenza and pneumonia ,1.0,70.2998, -83.1076,Canada
161609,2018,Nunavut,Females,Acute bronchitis and bronchiolitis ,0.0,70.2998, -83.1076,Canada
161613,2018,Nunavut,Females,Chronic lower respiratory diseases ,6.0,70.2998, -83.1076,Canada
161617,2018,Nunavut,Females,Pneumoconioses and chemical effects ,0.0,70.2998, -83.1076,Canada
161621,2018,Nunavut,Females,Pneumonitis due to solids and liquids ,0.0,70.2998, -83.1076,Canada
161625,2018,Nunavut,Females,Peptic ulcer ,0.0,70.2998, -83.1076,Canada
161629,2018,Nunavut,Females,Diseases of appendix ,0.0,70.2998, -83.1076,Canada
161633,2018,Nunavut,Females,Hernia ,1.0,70.2998, -83.1076,Canada
161637,2018,Nunavut,Females,Chronic liver disease and cirrhosis ,1.0,70.2998, -83.1076,Canada
161641,2018,Nunavut,Females,Cholelithiasis and other disorders of gallbladder ,2.0,70.2998, -83.1076,Canada
161645,2018,Nunavut,Females,"Nephritis, nephrotic syndrome and nephrosis ",1.0,70.2998, -83.1076,Canada
161649,2018,Nunavut,Females,Infections of kidney ,0.0,70.2998, -83.1076,Canada
161653,2018,Nunavut,Females,Inflammatory diseases of female pelvic organs ,0.0,70.2998, -83.1076,Canada
161657,2018,Nunavut,Females,"Pregnancy, childbirth and the puerperium ",2.0,70.2998, -83.1076,Canada
161661,2018,Nunavut,Females,Certain conditions originating in the perinatal period ,5.0,70.2998, -83.1076,Canada
161665,2018,Nunavut,Females,"Congenital malformations, deformations and chromosomal abnormalities ",0.0,70.2998, -83.1076,Canada
161673,2018,Nunavut,Females,Accidents (unintentional injuries) ,1.0,70.2998, -83.1076,Canada
161677,2018,Nunavut,Females,Intentional self-harm (suicide) ,2.0,70.2998, -83.1076,Canada
161681,2018,Nunavut,Females,Assault (homicide) ,2.0,70.2998, -83.1076,Canada
161685,2018,Nunavut,Females,Legal intervention ,0.0,70.2998, -83.1076,Canada
161689,2018,Nunavut,Females,Operations of war and their sequelae ,0.0,70.2998, -83.1076,Canada
161693,2018,Nunavut,Females,Complications of medical and surgical care ,0.0,70.2998, -83.1076,Canada
161697,2018,Nunavut,Females,Other causes of death,27.0,70.2998, -83.1076,Canada
162541,2019,Newfoundland and Labrador,Males,Salmonella infections ,0.0,53.1355, -57.6604,Canada
162545,2019,Newfoundland and Labrador,Males,Shigellosis and amoebiasis ,0.0,53.1355, -57.6604,Canada
162549,2019,Newfoundland and Labrador,Males,Tuberculosis ,0.0,53.1355, -57.6604,Canada
162553,2019,Newfoundland and Labrador,Males,Whooping cough ,0.0,53.1355, -57.6604,Canada
162557,2019,Newfoundland and Labrador,Males,Scarlet fever and erysipelas ,0.0,53.1355, -57.6604,Canada
162561,2019,Newfoundland and Labrador,Males,Meningococcal infection ,0.0,53.1355, -57.6604,Canada
162565,2019,Newfoundland and Labrador,Males,Sepsis ,15.0,53.1355, -57.6604,Canada
162569,2019,Newfoundland and Labrador,Males,Syphilis ,0.0,53.1355, -57.6604,Canada
162573,2019,Newfoundland and Labrador,Males,Acute poliomyelitis ,0.0,53.1355, -57.6604,Canada
162577,2019,Newfoundland and Labrador,Males,Arthropod-borne viral encephalitis ,0.0,53.1355, -57.6604,Canada
162581,2019,Newfoundland and Labrador,Males,Measles ,0.0,53.1355, -57.6604,Canada
162585,2019,Newfoundland and Labrador,Males,Viral hepatitis ,1.0,53.1355, -57.6604,Canada
162589,2019,Newfoundland and Labrador,Males,Human immunodeficiency virus ,2.0,53.1355, -57.6604,Canada
162593,2019,Newfoundland and Labrador,Males,Malaria ,0.0,53.1355, -57.6604,Canada
162597,2019,Newfoundland and Labrador,Males,Malignant neoplasms ,849.0,53.1355, -57.6604,Canada
162601,2019,Newfoundland and Labrador,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",14.0,53.1355, -57.6604,Canada
162605,2019,Newfoundland and Labrador,Males,Anaemias ,7.0,53.1355, -57.6604,Canada
162609,2019,Newfoundland and Labrador,Males,Diabetes mellitus ,114.0,53.1355, -57.6604,Canada
162613,2019,Newfoundland and Labrador,Males,Nutritional deficiencies ,1.0,53.1355, -57.6604,Canada
162617,2019,Newfoundland and Labrador,Males,Meningitis ,0.0,53.1355, -57.6604,Canada
162621,2019,Newfoundland and Labrador,Males,Parkinson's disease ,35.0,53.1355, -57.6604,Canada
162625,2019,Newfoundland and Labrador,Males,Alzheimer's disease ,14.0,53.1355, -57.6604,Canada
162629,2019,Newfoundland and Labrador,Males,Diseases of heart ,569.0,53.1355, -57.6604,Canada
162633,2019,Newfoundland and Labrador,Males,Essential hypertension and hypertensive renal disease ,13.0,53.1355, -57.6604,Canada
162637,2019,Newfoundland and Labrador,Males,Cerebrovascular diseases ,131.0,53.1355, -57.6604,Canada
162641,2019,Newfoundland and Labrador,Males,Atherosclerosis ,4.0,53.1355, -57.6604,Canada
162645,2019,Newfoundland and Labrador,Males,Aortic aneurysm and dissection ,27.0,53.1355, -57.6604,Canada
162649,2019,Newfoundland and Labrador,Males,Influenza and pneumonia ,70.0,53.1355, -57.6604,Canada
162653,2019,Newfoundland and Labrador,Males,Acute bronchitis and bronchiolitis ,0.0,53.1355, -57.6604,Canada
162657,2019,Newfoundland and Labrador,Males,Chronic lower respiratory diseases ,164.0,53.1355, -57.6604,Canada
162661,2019,Newfoundland and Labrador,Males,Pneumoconioses and chemical effects ,2.0,53.1355, -57.6604,Canada
162665,2019,Newfoundland and Labrador,Males,Pneumonitis due to solids and liquids ,7.0,53.1355, -57.6604,Canada
162669,2019,Newfoundland and Labrador,Males,Peptic ulcer ,3.0,53.1355, -57.6604,Canada
162673,2019,Newfoundland and Labrador,Males,Diseases of appendix ,0.0,53.1355, -57.6604,Canada
162677,2019,Newfoundland and Labrador,Males,Hernia ,3.0,53.1355, -57.6604,Canada
162681,2019,Newfoundland and Labrador,Males,Chronic liver disease and cirrhosis ,48.0,53.1355, -57.6604,Canada
162685,2019,Newfoundland and Labrador,Males,Cholelithiasis and other disorders of gallbladder ,6.0,53.1355, -57.6604,Canada
162689,2019,Newfoundland and Labrador,Males,"Nephritis, nephrotic syndrome and nephrosis ",44.0,53.1355, -57.6604,Canada
